103 , KgOvCPOX-Ms, "What happens to the two people by the end of the video?"
104 , Kitzcy6Fp3A, "What happens after a man talks into the camera?"
105 , KvhbZ7U_9Zw, "What  happens after someone says its my birthday?"
106 , L0vYawoAo_Q, "Why are objects falling on three animated characters?"
107 , LJuzoIUr4d4, "what does the man do before putting on the cap?"
108 , LbieW0jTtoA, "What is happening in the video?"
109 , Lg_fVCxXhgY, "What happens to the metal after it spins for a while?"
110 , LjH-8x3DDqQ, "what does the man do after shaking the other man's hand?"
111 , LjLG1o7FDGM, "Why is someone making sounds as they eat? "
112 , LkdfiZcQ7lU, "Why was a pencil removed from a black box of pinks and reds? "
113 , Ltv4vx1UOl4, "What happens after the little boy realizes he is being recorded?"
114 , LziNpkXGoDE, "Why is a man kneeling in front of another man writing on his shirts?"
115 , MGrxiff_3Jc, "What is a woman doing outside on a sunny day?"
116 , MQlY_bh3Hkk, "What happens when a young man comes to aid of a boy being beaten up?"
117 , MWYG4ljwoJI, "What is the video about?"
118 , MdCT-ky8_FM, "What is the video mainly about?"
119 , Mf0sSHQNBIM, "What is the man doing in the video?"
120 , MgsGBZrPtLw, "What is happening in the video?"
121 , MjV1CZxCOeE, "What happens with the young lady as the video progresses?"
122 , MuRg3XtN_38, "What happened to the little girl walking down the street with her doll by the end of the video?"
123 , N7pUP__a5FM, "What does a man do in the isle of a store after having a conversations with a woman?"
124 , NK5Ln-1tVGc, "Why is the young girl speaking in front of the camera?"
125 , NS4xBlXvjVY, "What is the video about?"
126 , GuSGaDJsgsE, "What is the sound heard at the beginning of the video?"
127 , GxcEldb2Prw, "What clue is there that the man is frustrated?"
128 , Gxwk3wdwV08, "What does the man realize when he sees his toothbrush still sitting on the counter and there is blood running out of his mouth?"
129 , H6npY5v3HVs, "What sport are these two individuals engaged in?"
130 , HAsemyRhNj8, "What clues about not being a natty bro does the 22-year-old give in this video?"
131 , HD2_qedLUTE, "What are the first two sentences spoken in this video?"
132 , HI2ZUfgeX0w, "What location do these people appear to be waiting in as they are listening to a ""seek shelter"" shopping mall warning ?"
133 , HZVvjdZt5PM, "What was the woman demonstrating by putting the hair straightening wand around her nose?"
134 , HZva-aCzZts, "What does this carpenter do after using an electric screwdriver to place three long screws in an anchor bracket?"
135 , HkUqgG3OPkA, "What is seen after a boxer avoids a kick to the head by bending backward?"
136 , Hw0bRvn1ZIo, "After ""Jiu Jitsu"" what text is displayed to describe this instructive video?"
137 , HxYov3ZvQN8, "Good sportsmanship is displayed during this soccer game by which player?"
138 , I0f5KN--RYw, "What happens to the thin player covering the heavy player
139 , I0hKaP5Y8LU, "From where does this woman take off to start her acrobatic performance?"
140 , I4JX5m-gJxM, "What is the first two displayed texts in this video?"
141 , IPNczM8NRps, "What is the wife doing to irritate her husband while he is watching a game on his cell phone?"
142 , IRTTtnSRTyY, "How would you describe the sound being made in this video?"
143 , ISPojHxT_bc, "The number of arrows change in this video game depending on what?"
144 , IScHYoAPr5s, "What happens during the throw-in after someone scores in this basketball game?"
145 , IVAcuxSsdSw, "What sport are these men playing?"
146 , IVqpg_1aWXU, "What is written on the toy airplane?"
147 , IWSPAfCKtV8, "What is the sound at the end of the video?"
148 , IazJA4RD4AE, "What can be heard in the background as the speaker is speaking?"
149 , Ie-KCtcZ7uc, "What is the first question asked of these young men driving away in a Bentley Bentayga?"
150 , Ih-J19BMr2k, "What is this man doing?"
151 , IhSgnUly68U, "What does the man do after putting RockTape on the bottom of his foot?"
152 , IipsUXtbfi0, "What was the key event to see in this video?"
153 , IsuDOLuMBR0, "What is the sound that the these women are making at the end of the video?"
154 , Iuf0gTj4S0M, "One by one what did each child do after answering the question?"
155 , IvWk2kXJoH0, "What two moves were shown in this video of a women's soccer game?"
156 , J-sG9vePDmI, "What does the displayed text say at the beginning?"
157 , J1CS47pBX_M, "What is the first thing that is said in this video?"
158 , J3nyDqVYj40, "What happens to the bull after it is released from the pen and after he sees the man?"
159 , JA8_NOh7Hak, "What is the issue with the jeans that these two women are holding up?"
160 , JA_afYAObgs, "What happens to the pink creature after she says she wants to be a vampire?"
161 , JCKbxPvO32I, "What solo instrument is playing in the background?"
162 , JGQjEeUzFdI, "How many toy figurines are in the video?"
163 , JSOh_pKFq84, "What tool is this woman using to pick up the bean?"
164 , JTVmofbUKz8, "To whom is the girl singing happy birthday?"
165 , JTXpUxVg144, "What is the threatened consequence for the girl chewing on the string of her hoodie?"
166 , JWdIB4tUG_A, "What does the man do after arguing with his wife and throwing the cups on the ground?"
167 , Jc2BdtyAF48, "What does the displayed text say?"
168 , Jc_vZjKwtvg, "What song is being played in this video?"
169 , Je-mkG85Ntc, "What sound does the boy make at the end of the video?"
170 , JfXV0T2VpEg, "What happens when the father chooses the snack bag in the left or right challenge game?"
171 , JfzYDrbdvsQ, "What did the man do with his cell phone prior to using it near the ocean?"
172 , JkfvwpRl488, "What is the display text reply to the first question in this video?"
173 , Jw7-D4hpJb4, "What is the green sauce she puts into the Pani Puri?"
174 , K2b_CBz27_w, "For what is this sauce being made?"
175 , K2qG-jQDYLU, "What is observed about the little sister and the big sister?"
176 , KGABH4Wryf4, "Is this video demonstrating a well functioning fingerprint padlock?"
177 , KTvyUThiwpU, "After removing the nail from the tire and plugging the hole with a rubber nail
178 , KVmu0-GXlfA, "What does the black and bronze-colored battery say on it?"
179 , L9Rn2C5noys, "What does the woman at Dairy Queen do after filling a quart container with vanilla soft serve?"
180 , LKiaCf1QZFw, "What does this woman say at the end of the video?"
181 , LOB9f-SQJn0, "After this cleaning procedure how do the sandals compare in the before and after pictures?"
182 , LQ8zkNuUREU, "What is being shown in this video with a needle and thread on fabric?"
183 , LRaDnSW9n6U, "What kind of products are being compared in this video?"
184 , LSz_xBDBPNc, "What did the man tell his assistant to do once he got the piece of calcium to glow red hot?"
185 , LW3GIJ5BLHc, "What is the first question in this video?"
186 , LfdH03plmIw, "After showing policemen in Indonesia
187 , LjKQRBfH6dw, "What does Putin do after some judo moves
188 , M5X27rRGGHU, "What instrument is being played during this video?"
189 , M6cWJmBBhnI, "What is this man doing while driving a combine in a crop field using a spinner?"
190 , MCWKUjMdpF4, "What is one of the labels given to this young man in the video?"
191 , MGP3HAlVhDY, "What clues are there that the unseen person is cold?"
192 , MLJ0wxf_cmw, "What does this person do while doing a backflip coming off of the ramp?"
193 , MM19feoJGmM, "After using a knife what tool is used on the walnut?"
194 , MQg3_AIydkw, "What sound is heard during this video?"
195 , MXU4K2gyFvk, "What activity is shown in this video?"
196 , MZLX5Y17EgU, "What is shown in this video that the person posting it wants you to see?"
197 , MdMKHhFFqJQ, "What kind of instrument is heard during this video?"
198 , MeUXjKoEoMs, "What is the last spoken word in this video?"
199 , Mi-NpnCBegw, "What word does the actor demonstrate as the last synonym of ""say""?"
200 , Msbpqv5aOxk, "What is written on the back of the man's hand?"
201 , N3fVfEAst_s, "What did this school girl make from surgical face masks and markers?"
202 , N6OwNSQplrE, "What does the car driver do after being antagonized repeatedly by the motorcycle rider?"
203 , NBNC_NWBy9Y, "What is the analogy being suggested by these images displayed simultaneously?"
204 , NNtFFnEXrjw, "What does the woman demonstrate after critiquing a couple of methods of disposing of a sanitary pad?"
205 , NTFy32oOlsU, "How did these runners remain safe while running to second base?"
206 , NUmb2P3Bzu8, "How can you tell that the speaker is getting emotional about the topic?"
207 , NW3Mhr76ClM, "What is the only thing W2S says in this video?"
208 , NhrHBFbw9Uo, "What happens after the new SUV is backed down the driveway?"
209 , NjfNx1uhEJE, "What does the tall young man at the ticket counter do after hearing the girls' voices and seeing them? "
210 , NkXPPJoZ-h8, "Based on the video
211 , NrB4LPosWBk, "What is the last word in this video?"
212 , NsF80sL5wy4, "What are the ghosts saying in this video?"
213 , Nvg0mgGelUU, "What does the sign say on the refrigerator door?"
214 , OCaOr_BQxhs, "For what purpose do two men join the original man on the street?"
215 , OHIPf6PUzfk, "Why were the first two pitches called strikes even though the batter did not swing?"
216 , OQ1nmIuImes, "What can be inferred from the way the black guy acted after the white guy squatted on the bench the same way?"
217 , OV6VkWpi_0M, "What are the men doing who are running in front of the caravan of cars ?"
218 , OXW2JaSW1GE, "Based on the x-ray and the setting
219 , OdvR45DCdWo, "What is the last word in the song sung in this video?"
220 , Oepj9j_fkO4, "What did the man do before blowing up the balloon?"
221 , Ord-GrcULgE, "What instrument is being played at the end of the video?"
222 , OzNdzgQi1CA, "What is the musical piece being played in the background?"
223 , OzlqFYX6rVU, "In this compilation of four simultaneous videos
224 , PMbimV2LIbE, "What clues suggest this couple is on a special date?"
225 , PV6Tz265kx8, "What happens right after the girl has the thought of a monster in her head?"
226 , PW1sQlKz26g, "What sounds are heard at the end of the video?"
227 , PcDuz7j9LL8, "What does the man do after using a machine to dispense a cleaning solution and scrub his driveway?"
228 , Ph5M5xWoPRE, "What could the crying boy be seen saying or mouthing during the chorus performance?"
229 , Pi8HvqoDxX8, "How do we know that this is a competitive game and not a practice session?"
230 , PyphToMehZQ, "What religion or religious group is repeatedly referenced in the tirade in this video?"
231 , Q5eSe5WBHcQ, "What clues indicate that these animals are just playing and not attacking one another?"
232 , QFljXc4WpFA, "What two weapons are visible on the two men of authority?"
233 , QKR5_es5p-8, "What does the man do when the girl cannot throw a ring over an object?"
234 , QL68DPwP1P0, "What does the woman do after she ""makes her bed"" with a blanket and grabs a pillow?"
235 , QN7iuxaKVOE, "What are the lyrics of the song after ""She brung and put a ring on my finger."" ?"
236 , QRBvXoSRGDE, "Who can be seen feeding the giraffe some carrot strips?"
237 , QgzFuzktegE, "According to the video how long did it take for this man to learn how to play the flute to his current level of proficiency?"
238 , QlGfDlxPvPw, "From where and to where is this man taking a dive?"
239 , QmXwE6NCFaI, "What background sound is heard when the man goes outside?"
240 , QxTUhUj5mXs, "What is the first sentence verbalized in this video?"
241 , Qz39qVt6NGA, "What is the technique correction outlined in this video of the triceps bench dip exercise?"
242 , R17SNKI79Hc, "What activity is being shown in this video?"
243 , RM3SjNFXqVM, "What is the desire expressed in this video?"
244 , RMH5uw9BzWs, "What happens after the man hands the dog leashes over to a woman who wants to hold on to them?"
245 , RS5Ayq-m2TU, "what kind of music is in the video?"
246 , RWxbEgaAcSE, "What does the man do after jumping off the ramp on his bicycle and crashing onto the pavement? "
247 , RYU4tMwkqps, "What does the woman do after placing the ring at her waist and then lifting the skirt of the dress?"
248 , Ra6a04vhaZ4, "What happens when the young woman turns the bottle upside down and squeezes it?"
249 , RjEjcM_Z0oU, "What is heard in the background while the paratha is being brought into the room by the waiter?"
250 , RmM3982Qbow, "What is written at the bottom of the truckstop sign?"
251 , E0diSOsIyKg, "What is the last ingredient recommended by the speaker?"
252 , E0f7GRttANw, "What happens when spiderman pulls on the sword?"
253 , E13zxG7hkdE, "What happens after the woman pulls the trigger?"
254 , E21rrcZ86KM, "Is the man's face visible while the game is being played?"
255 , E3hGqRv4_K8, "What brand of soda was poured down the sink ?   "
256 , EHJyRw9PDVk, "Does the stewardess get the new door closed safelY ?"
257 , EM5PHPF5TyY, "Why is the woman getting the waist of her skirt tightened?"
258 , EMI_anpHII4, "What does the hand make?"
259 , EQe8l1qXDjU, "What distinguishes this guy's look?"
260 , EWLcSgJT6ZU, "what happens when the big fish catches the little fish?"
261 , EYZnLuU5XCE, "a series of pictures of young people in casual poses is shown. Is there a common thread to the pictures?"
262 , EZMT3xxIGt8, "Did he really pay $20
263 , Em8AwLDkiJc, "What is the video about?"
264 , F2OEdOzce5g, "Two men are kick-boxing in front of a referee. Is there more kicking or boxing?"
265 , F3JpwuSKkMc, "Have you ever seen this stunt performed?"
266 , F4MPMa8-Hzg, "What color are the dots on top of the cake?"
267 , FAJK7_Yr1UM, "Why do the motorcyclists touch hands?"
268 , FDE7PCGMASA, "Is the venus flytrap poisonous to humans?"
269 , FDF2NCm5WCA, "What colors are in the modified marker the hand uses to write ""Action""?"
270 , FLSitZEug_c, "What's the best way to tie a plastic bag?"
271 , FVdQHVBAiB4, "How much did the guitar cost?"
272 , FiXXyP5ZRxA, "Can you draw a doll after watching this?"
273 , FjHyHGURyEQ, "What is the an in the yellow jersey trying to do?"
274 , Fk_j6re_Uiw, "What are the two voices arguing about?"
275 , Fu7tEHd2MLA, "What is the race car driver trying to do?"
276 , G2w7PrdwYhM, "What's the purpose of the apparatus?"
277 , G5AgzHKJINU, "How many times does the man actually shoot the ball?"
278 , G6zu9D0j8hk, "How can you tell that a child's room is being designed?"
279 , GDXiE0xXhSw, "What is this?"
280 , GSo0ep3dlh4, "What does the woman do with the button-down shirt?"
281 , GYqVa5CA8jM, "Does the little boy like his medicine?"
282 , GaT6xXXdZPI, "What's happening in this video?"
283 , GjGFHotsrc0, "Who does the interviewee recommend for the fifth Mt. Rushmore image?"
284 , GnOVP1b106U, "What happens when a bird starts chirping?"
285 , Gp4LVTn3YbY, "What happens after the woman puts the wafer in her mouth?"
286 , Gs4ZVLz6-CE, "What kind of animals are those?"
287 , H8GzucU2bb0, "Is the child grateful for getting the i-pad?"
288 , HC74qkV2-YA, "What do the men do with the paper on the floor?"
289 , HCE45LGztlo, "What happens when you commit a sin?"
290 , HIE5JGhq9XU, "About how old are the girls sliding down the tube?"
291 , HJpXxOUYDxE, "What happens after the woman motorcyclist looks and the man?"
292 , HkaGKlpb05k, "When did the painter start work?"
293 , HpAFuQ51Fmg, "What is the girl hiding in?"
294 , HtZ2KVuDfIo, "What happens after the woman takes a bite of the cookie?"
295 , HwD5afpQNZM, "What does the video show?"
296 , HyOKrz1C4zU, "What colors are the fruits being harvested?"
297 , I5ZKEsOXkGU, "Is this an example of love at first sight?"
298 , ICkVMgn44jc, "What benefits does the woman get from swimming in icy water?"
299 , IF1G49x7rUk, "What does the cat do after it pours hot oil over the fish?"
300 , ITL429RMscI, "What rank of general has three stars?"
301 , I_eWjERhgPU, "What happens after the cartoon character sees himself in the mirror?"
302 , J8L_ZRBH6VM, "What are the three women doing?"
303 , J9PiXMoNwlw, "When will the new abortion law take effect?"
304 , JAs8qTc5EEc, "What is the man trying to do?"
305 , JJm36w6X5pI, "What does the poster warn against ?"
306 , JMK6TS2OIIc, "What does the person standing in the back do when the seated person stops talking ?"
307 , JOClNGH6yL8, "What color is the woman's top?"
308 , JOYI4B6yVX8, "What happens after a woman gets kicked by a horse ?"
309 , JTolYjiErBw, "Why is the boy picking the mushrooms?"
310 , J_pTNqI86qE, "What happens in this video ?"
311 , Jjtp1B8OYqQ, "What colors is the dancer wearing?"
312 , JluxtrFDkZU, "What is the image on this plate?"
313 , JqugPKIgGNQ, "What are the cat's color(s)?"
314 , JuNLqy1m-_Q, "What is the guy in the plaid shirt trying to do?"
315 , JxUXcjhjzYU, "How far does the bat fly after he lets go of it?"
316 , JyZx66jT2z0, "What happens after the boys walk away?"
317 , KBb0DfsH0eg, "What happens after the tall woman brags about being tall?"
318 , KCHdQyYzLJ4, "What is the name of North Korea's founder?"
319 , KD1De91bOyU, "What is the woman preparing?"
320 , KIlVZciwhlg, "Can you tell what's going on here?"
321 , KYMtq6Lvn5E, "What does this sets of still photos show?"
322 , KbBwDYKkByQ, "Does the white car hit the black car?"
323 , Ke6s0tyBQ50, "A young woman is making a drink with watermelon.  What citrus fruit is she adding? "
324 , Kgst-S_razU, "What are the people talking about?"
325 , KkLSq7v8EuE, "What does the girl do before she sees the attempting thief?"
326 , Km0d_A-o1x4, "Two adults are arguing in front of a little girl holding a dog. She starts crying and runs into her bedroom where she makes her toy dog and cat bang their heads together. What happens next?"
327 , KmXaY8-ZyIA, "What does this video teach?"
328 , Kv46hRuvi40, "What is the person making the call trying to do?"
329 , L1knrZAHc-w, "How long did it take these cows to learn to dance?"
330 , L36HKJeOn-0, "What happens when the boy gives the right answer?"
331 , L4js17jguSA, "Why is there music in the background?"
332 , LBYQbq-7Dvg, "Why does one woman put a watch on the other woman's wrist?"
333 , LBhwaSo4jmE, "How many flips does this gymnast do?"
334 , LDos_KU6084, "Does the stuff the woman is putting on her change the skin color?"
335 , LI9DacxH6Ao, "What makes the sled go faster as it goes down the slide?"
336 , LNb5uNQXkwg, "What happens after the keyboard is turned on?"
337 , LT1xMLzH21o, "What do the things the characters are holding taste like?"
338 , L_QWBOPgucA, "Why does the man separate the two pieces of black stuff?"
339 , Lc79Goppqec, "What happens in the video?"
340 , LxZuar32o1o, "What happens after the boy puts two hula-hoops around his waist?"
341 , M39nNQb1Nj0, "What does this dog learn in its first year?"
342 , M57Mawo4W-Y, "How many towels are used to help people get taller?"
343 , MRMbXhOIFJM, "Which nail does the woman polish in the video?"
344 , MS3Ybxlb2LQ, "What happens after a man uses an electric tool to drive a screw to attach a hinge to a door?"
345 , MnNCjbPsiek, "What is the card thrower trying to do?"
346 , MphrquLK8gc, "What does this video teach?"
347 , N7rvWwZX_ZM, "Why is this guy shouting?"
348 , N8cBmFGn7do, "What happens in the second video?"
349 , N9oznAO-AGE, "Describe Tyson's evolution as a boxer."
350 , NBxr52ifOcA, "Who lost the fight?"
351 , NM3dmMD45iI, "What do the men think about taking the train into the water?"
352 , NN7G28sBOlY, "A woman pets the nose of a white horse and asks a bystander how old the horse is."
353 , NbhaZCj6cVE, "What numbers do the cartoon figures represent?"
354 , Nvg87OLVObE, "Why are the cartoon characters shouting at each other?"
355 , NzCvq05qJlo, "What happens after the guy in red shorts is flipped?"
356 , O44HmlgDbTs, "What is the machine doing?"
357 , O60MtMuSpf8, "What color is the image of the herpes virus?"
358 , O7lBcBruXHM, "Why does the stewardess ask the man to put on his shoes ?"
359 , ODMhTBX1kSk, "What happens after the man and woman climb onto the platform?"
360 , OJ7Cf6IlTfM, "What happens after the woman sneezes and blows the doll away?"
361 , OThOm8Gyfv0, "What is special about the thing the speaker is holding and describing?"
362 , OUwnypSOteg, "Why is the tractor balancing on its rear wheels?"
363 , OVMLkh4we3c, "Is this a good defensive technique?"
364 , OYGEa7yHiXQ, "Why us this a good way to build the wall?"
365 , OcqojDJjc48, "What is the young person watching?"
366 , OegrkuMK4Mc, "What makes the men spin around?"
367 , Ou68W-kNQvg, "What's going on in this drawing?"
368 , P8LJTv-cqIw, "Can the instructions from this video be used with products from other stores?"
369 , PJxUqMJWo0w, "What is the woman doubting?"
370 , PKgoIkEP_6c, "What color is the flower?"
371 , PUxRZtAntBE, "Do you think the doll will vomit out the balls?"
372 , PWP17NlIgs8, "what happens after a man enters a kitchen where someone has just put a handful of spaghetti into a pot of boiling water?"
373 , PXboa0HtgZI, "What does the girl want?"
374 , PplfkMi3JFs, "What happens after the couple sit on the floor?"
375 , Q0TEj9p73h0, "What is the boy doing the the brown thing in his hand?"
376 , G4jfirTeNCY, "how many passes before the goal?"
377 , GAioLcwAMjE, "why is the netting behind the soldier covered with branches?"
378 , GBm6-NX3ue4, "how many times the yellow handle is cranked the first time?"
379 , GF5kmTYwedw, "what kind of drums are used to record this track?"
380 , GH7kcBkraNg, "how may scans are shown?"
381 , GIdtda2RH_g, "how many levels is this highway?"
382 , GO99jgYXXPo, "how many eggs in the serving?"
383 , GRfibNOTJnw, "how many red lollypops we see?"
384 , Gb9otyfOuqA, "what does the umpire signal?"
385 , GeToJ_bYWkQ, "how many back flips we see in the video?"
386 , GjidAAzBQ0s, "how many spools of twine are in the drawer?"
387 , Gn1hEZcLt5Q, "how does he manage to break the pencils?"
388 , Gq-fFH6p7cQ, "how many steps the man takes before stepping into the water?"
389 , GtTPXrtzEFc, "why is the cat pawing the doors?"
390 , Gw_73ZoYFr8, "how many books are in the video?"
391 , HD9FEp5RDRs, "where is the water bowl?"
392 , HIA3EZSjD3k, "how many phones in the video?"
393 , HUs-7p9QAMk, "Why is the man wearing a harness?"
394 , HVh_en2b0-U, "how many French doors we see behind the man?"
395 , HhlU4N9Lo3Q, "how many exercises does the model with the blue outfit doing?"
396 , HhyW9mStn7Y, "how many scores do we see?"
397 , HifNO8jnX-w, "What is the woman using to crush the egg?"
398 , Ho6rVzAF_9s, "what side if the handles is the off and on engine switch"
399 , I1lgJSu89aU, "what is the view from the glass window?"
400 , I9QFj6lz15w, "Why is the Avocado seed being punctured with toothpicks?"
401 , IGL7j9-JRG4, "what is the heart made of?"
402 , I_TaWo2AMDA, "how many pushup the man completes?"
403 , IgvTAaTs1h0, "how many shots is the model appearing in this video?"
404 , IyLkl1USwhU, "how many smart phones we see in the video?"
405 , J5cGZ_EA8R8, "how many flips the guy does while jumping off the tree  branch?"
406 , J8pjQz5hVDw, "why the buildings next to the demolished one did not get damaged?"
407 , JBmn5RRO_aM, "How many times the man in the white shirt jumps"
408 , JJ8sKvg55sM, "how many birds are in the video?"
409 , JRjNUjYOuc0, "what do the hats resemble?"
410 , JUH1x0s8tyA, "what fruit is in the video?"
411 , JYgbRMKoZwU, "how many times the piano player is touching the microphone?"
412 , JZzkwsnRHio, "how many glasses of water do we see?"
413 , JecGTrg8Qig, "what is in the background at the end of the video?"
414 , JfGLBDlipnY, "How many people carry a mattress at any time?"
415 , JieixzrBSIQ, "how many characters are dancing?"
